iter	Logloss
162	0.2028878253
163	0.2024617587
164	0.2022081274
165	0.2017957899
166	0.2013526032
167	0.2010288331
168	0.2007077166
169	0.2003043723
170	0.1999098552
171	0.199633133
172	0.1991943507
173	0.1990727227
174	0.1987807601
175	0.1985216003
176	0.1982636751
177	0.1978966165
178	0.1977439364
179	0.1973325573
180	0.1969211965
181	0.1966709008
182	0.1964343527
183	0.1961328626
184	0.1959751885
185	0.1958913757
186	0.1957364105
187	0.1957097077
188	0.1952860735
189	0.195097587
190	0.1947769681
191	0.1945309478
192	0.1941660268
193	0.194025528
194	0.1938601876
195	0.1934488637
196	0.1932253999
197	0.1930059166
198	0.1925182619
199	0.1921054637
200	0.1918616364
201	0.1916066414
202	0.1913980678
203	0.1912478018
204	0.1906676362
205	0.1905954149
206	0.1902830704
207	0.1901530759
208	0.1901176747
209	0.190070332
210	0.189735689
211	0.1895818664
212	0.1894691578
213	0.1892851125
214	0.1892226952
215	0.1889675712
216	0.1887967206
217	0.1886754428
218	0.1884734665
219	0.1882136432
220	0.1878957702
221	0.1875934324
222	0.1874796549
223	0.1873262378
224	0.1872340585
225	0.186882277
226	0.1867096758
227	0.1864128666
228	0.1862641671
229	0.1859879793
230	0.1856839461
231	0.1856353133
232	0.1854678168
233	0.1851376888
234	0.1850311906
235	0.1849914956
236	0.1846959948
237	0.1845522526
238	0.1843698474
239	0.1840972532
240	0.1838666206
241	0.1836039594
242	0.1834631657
243	0.1830228538
244	0.1828741912
245	0.1826426925
246	0.1823350658
247	0.1822304657
248	0.1819729275
249	0.1818297382
250	0.1816784403
251	0.1815936324
252	0.1815659159
253	0.1812556907
254	0.1810919352
255	0.1809057706
256	0.1806113939
257	0.1805859994
258	0.1803511468
259	0.1802178351
260	0.1800130761
261	0.1796855097
262	0.179562776
263	0.1793873921
264	0.1792388031
265	0.1789310474
266	0.1787103846
267	0.1784091894
268	0.1783075747
269	0.1782024218
270	0.1781136702
271	0.1779237093
272	0.1777679149
273	0.1776824435
274	0.1775500164
275	0.177384418
276	0.1772085733
277	0.177097597
278	0.176962295
279	0.1769158552
280	0.1767273686
281	0.1766909908
282	0.1764763358
283	0.1764577783
284	0.1762526508
285	0.1760702271
286	0.1759143037
287	0.1757519856
288	0.1757012704
289	0.1756735171
290	0.1755157323
291	0.1754260224
292	0.17517862
293	0.1749433619
294	0.1748492107
295	0.1747448686
296	0.1745322591
297	0.1744012142
298	0.1742410153
299	0.174054261
300	0.1739177059
301	0.1738309261
302	0.1737523839
303	0.1735019407
304	0.173483844
305	0.1733316615
306	0.1730900272
307	0.1729451424
308	0.1727884081
309	0.1725369513
310	0.1724849461
311	0.1723487965
312	0.1720823205
313	0.1719253282
314	0.1717512343
315	0.1716628144
316	0.1715790385
317	0.1713805268
318	0.1712734941
319	0.1711963893
320	0.1711033992
321	0.1709636375
322	0.1707897831
323	0.1706711405
324	0.1705841212
325	0.1704837781
326	0.1704690906
327	0.1702637235
328	0.1701409529
329	0.1700975722
330	0.1699626757
331	0.1699040362
332	0.1698871189
333	0.1697739679
334	0.1694957346
335	0.1692911415
336	0.1691949448
337	0.1691664544
338	0.1691485419
339	0.1691171397
340	0.1690399796
341	0.1688832085
342	0.1688513272
343	0.168713003
344	0.1686748928
345	0.168567639
346	0.1684728245
347	0.1683349609
348	0.1682614313
349	0.1682251824
350	0.1679812629
351	0.1678390134
352	0.1676812471
353	0.1674786996
354	0.1674129836
355	0.1672970684
356	0.1672164069
357	0.1670527251
358	0.1670379086
359	0.1668937057
360	0.1668758669
361	0.1666690255
362	0.1665383122
363	0.166373322
364	0.1662253412
365	0.1659769252
366	0.16586359
367	0.1657704892
368	0.1657168992
369	0.1656772227
370	0.1655524249
371	0.1654597296
372	0.1651929957
373	0.1650453466
374	0.1648038044
375	0.1646184322
376	0.1645933142
377	0.1644679452
378	0.1644407447
379	0.1641689061
380	0.1641362508
381	0.1640686551
382	0.1638391836
383	0.1636359542
384	0.1634682918
385	0.1633027118
386	0.1631706901
387	0.1630423357
388	0.1628334672
389	0.1627074716
390	0.1624464689
391	0.1622279808
392	0.1620546792
393	0.161919451
394	0.1617538526
395	0.1616276359
396	0.1615030408
397	0.1614079498
398	0.1613127483
399	0.1612828573
400	0.1611518307
401	0.1610633371
402	0.1608108852
403	0.1607366921
404	0.160561861
405	0.1603848001
406	0.160346561
407	0.1601322193
408	0.1600435229
409	0.1600224592
410	0.1598749207
411	0.1597761993
412	0.1596175853
413	0.1594811592
414	0.1594446523
415	0.1593467233
416	0.1592451824
417	0.159103799
418	0.1590633116
419	0.1589432131
420	0.1585421171
421	0.1584569406
422	0.1583666963
423	0.1582973314
424	0.1581066703
425	0.158076466
426	0.1580041526
427	0.1579185338
428	0.1577982511
429	0.1577108079
430	0.1576867956
431	0.1576108886
432	0.1576047151
433	0.1574632949
434	0.1572919099
435	0.1572564167
436	0.1572305431
437	0.1571600725
438	0.1571480571
439	0.1570492436
440	0.1568166208
441	0.1567938247
442	0.1567411561
443	0.1565574978
444	0.1564565097
445	0.1564430753
446	0.1563463441
447	0.1562008881
448	0.1559186189
449	0.1558030539
450	0.1557065254
451	0.1556905848
452	0.1556759526
453	0.1555686066
454	0.1554527836
455	0.1553144593
456	0.1551948769
457	0.1551541499
458	0.1551160951
459	0.1549809037
460	0.1548061647
461	0.154611781
462	0.1545997656
463	0.1545794759
464	0.1544292745
465	0.1542643303
466	0.1541505159
467	0.1541349807
468	0.1540275058
469	0.1540066632
470	0.153879912
471	0.1537302174
472	0.1536638011
473	0.1533846648
474	0.1533637577
475	0.1532571765
476	0.1530975397
477	0.1529359219
478	0.15292797
479	0.1526529063
480	0.1526207302
481	0.1523726643
482	0.1523592299
483	0.1522607481
484	0.1522268489
485	0.1522073331
486	0.1521983308
487	0.152089013
488	0.1520728144
489	0.151936637
490	0.1517524351
491	0.151636354
492	0.1516156127
493	0.1515281235
494	0.1515059356
495	0.1514214318
496	0.1514015935
497	0.1512333322
498	0.1511897856
499	0.151007058
500	0.1508524245
501	0.1508050909
502	0.1506422199
503	0.150549239
504	0.1504640994
505	0.1504478731
506	0.1503509669
507	0.1501540953
508	0.1501413981
509	0.1500470442
510	0.150032412
511	0.1500183879
512	0.1500019866
513	0.1497996971
514	0.1497806052
515	0.1497614764
516	0.1495539347
517	0.1495349165
518	0.1495175661
519	0.1493808544
520	0.149315553
521	0.1491924231
522	0.1491802695
523	0.1489171291
524	0.1488955309
525	0.148811027
526	0.1487905438
527	0.1486981986
528	0.1486764254
529	0.1484940755
530	0.1484691786
531	0.148358709
532	0.1481753824
533	0.1480614667
534	0.1480448258
535	0.1480217809
536	0.1478728695
537	0.1478547912
538	0.1475643858
539	0.147549081
540	0.1474474202
541	0.1474300237
542	0.1473979397
543	0.1472809464
544	0.1472650611
545	0.1470659965
546	0.1469985667
547	0.146774808
548	0.1467555594
549	0.1467043098
550	0.146582175
551	0.1465639492
552	0.1464474075
553	0.1464273757
554	0.1462457445
555	0.1460647767
556	0.1460468274
557	0.1458922031
558	0.1458753687
559	0.1458605891
560	0.1458462978
561	0.1456865136
562	0.145670361
563	0.145653158
564	0.1455357685
565	0.1452824781
566	0.1452692096
567	0.1452526424
568	0.1452376416
569	0.14522054
570	0.1452047929
571	0.1450151821
572	0.1449195936
573	0.1449025748
574	0.1448880071
575	0.1448689613
576	0.1448228808
577	0.1448063413
578	0.1447906218
579	0.1447794541
580	0.1445970397
581	0.1444322798
582	0.1443473797
583	0.1441974363
584	0.1441835966
585	0.1440537586
586	0.1440394489
587	0.1439433812
588	0.1439326097
589	0.1439145222
590	0.143803251
591	0.1436107101
592	0.1435976443
593	0.1434320275
594	0.1433200191
595	0.1430858667
596	0.1430677147
597	0.1429400237
598	0.1428096237
599	0.1427094741
600	0.1426144383
601	0.1424885073
602	0.1424530693
603	0.1424402246
604	0.1422664255
605	0.1420608465
606	0.1418874068
607	0.1418729865
608	0.1416794966
609	0.1416677945
610	0.1416550788
611	0.1416397095
612	0.1416279152
613	0.1413734362
614	0.1412201665
615	0.1410244836
616	0.1410123484
617	0.1410044887
618	0.1408966912
619	0.1408031298
620	0.1407283285
621	0.1405888617
622	0.1403665036
623	0.1402577847
624	0.1401209255
625	0.1400278801
626	0.1399300432
627	0.1399167102
628	0.1396938269
629	0.1395192446
630	0.1393473713
631	0.1393342963
632	0.1392018968
633	0.1391924522
634	0.139035552
635	0.1388571735
636	0.1387468605
637	0.1386593068
638	0.138529174
639	0.1385193424
640	0.1384144382
641	0.1382724744
642	0.1381346569
643	0.1381242172
644	0.1379196978
645	0.1377786922
646	0.1377668795
647	0.1375711782
648	0.1375288664
649	0.1373645027
650	0.1373556939
651	0.1372328588
652	0.1371209978
653	0.1370006045
654	0.1369916022
655	0.1369396431
656	0.1369241079
657	0.1367825034
658	0.1366581756
659	0.1365668071
660	0.1363745058
661	0.136294434
662	0.1362832848
663	0.1360902279
664	0.1359707376
665	0.1357269656
666	0.1355544012
667	0.1354581123
668	0.135443775
669	0.1353110254
670	0.1351702409
671	0.1351104036
672	0.1351009498
673	0.1349614185
674	0.134835856
675	0.1348167364
676	0.1348073932
677	0.1346822361
678	0.1346005334
679	0.1344413757
680	0.1344320509
681	0.1343396873
682	0.1343048575
683	0.1341954291
684	0.1341221574
685	0.1339708595
686	0.1338107528
687	0.1337930154
688	0.1337800878
689	0.1336234641
690	0.1336089332
691	0.1334262977
692	0.1333368734
693	0.1333173945
694	0.1331640787
695	0.1331499994
696	0.1330532406
697	0.1329190259
698	0.1327653599
699	0.132563181
700	0.1323787579
701	0.1322967327
702	0.1322370612
703	0.132086178
704	0.1319825177
705	0.1318991288
706	0.1318338367
707	0.1316946463
708	0.1315493008
709	0.131541266
710	0.1315299877
711	0.1314528092
712	0.1313413445
713	0.1313269979
714	0.1311637952
715	0.1310981345
716	0.1310395688
717	0.13091666
718	0.1307744473
719	0.130628291
720	0.1305667122
721	0.1303805752
722	0.1302385284
723	0.1302279965
724	0.1301676432
725	0.1300262138
726	0.1300169166
727	0.1300078682
728	0.1298478444
729	0.1297933975
730	0.1296699266
731	0.1294974728
732	0.1293973508
733	0.1293893252
734	0.1292579577
735	0.1292491765
736	0.1290903782
737	0.1290785011
738	0.1289168187
739	0.128772754
740	0.1286680618
741	0.1285285397
742	0.1284707572
743	0.1283716119
744	0.1283225092
745	0.1281537964
746	0.1281456878
747	0.128036112
748	0.1279677423
749	0.127815523
750	0.1278028258
751	0.1277473192
752	0.1276408578
753	0.1275355482
754	0.1274453684
755	0.1273439748
756	0.127286137
757	0.1272168551
758	0.1271528161
759	0.1271432702
760	0.1270164637
761	0.1270088435
762	0.126932439
763	0.1268350905
764	0.1266128429
765	0.1265932719
766	0.1265783909
767	0.1264608448
768	0.1263884761
769	0.1263715772
770	0.1263193232
771	0.1262199107
772	0.1262116271
773	0.1260733581
774	0.1260506911
775	0.1259228435
776	0.1258924364
777	0.1257706149
778	0.1257486205
779	0.1256556304
780	0.1256461028
781	0.1255957009
782	0.1255648608
783	0.1253521869
784	0.1253434978
785	0.1252431731
786	0.1251482848
787	0.1251395313
788	0.1250799244
789	0.1250028288
790	0.1248401329
791	0.1247149666
792	0.1246765063
793	0.1246684254
794	0.1246451779
795	0.1245758038
796	0.1245206842
797	0.1245034628
798	0.124367479
799	0.1242262522
800	0.124188179
801	0.1241794715
802	0.1240690112
803	0.1239445636
804	0.1239346675
805	0.1238830493
806	0.123791432
807	0.123677157
808	0.1235937681
809	0.1235047492
810	0.1234476762
811	0.1232807878
812	0.1232682012
813	0.1231229202
814	0.123110785
815	0.1229030038
816	0.1227686601
817	0.1227217227
818	0.1226514181
819	0.1225636432
820	0.1225553503
821	0.1223609666
822	0.1221380464
823	0.1221303894
824	0.1219432389
825	0.1217941063
826	0.1215719877
827	0.1215646808
828	0.1214923859
829	0.1214341979
830	0.1214088587
831	0.1213241245
832	0.1211441888
833	0.1211368542
834	0.1209066179
835	0.1208994584
836	0.1207679343
837	0.1206936122
838	0.1206571791
839	0.1206490613
840	0.120542517
841	0.1204624452
842	0.1203897264
843	0.1202749999
844	0.1202001065
845	0.1201681331
846	0.1201489766
847	0.1201108573
848	0.1200144855
849	0.120006506
850	0.1198725862
851	0.1198023275
852	0.1197866173
853	0.119581158
854	0.1195713633
855	0.1193666043
856	0.1192831601
857	0.1191906123
858	0.1191836371
859	0.1190437833
860	0.1190270134
861	0.1189157237
862	0.118876213
863	0.1187071501
864	0.118699705
865	0.1186511183
866	0.118644484
867	0.1185673055
868	0.1184676534
869	0.118461185
870	0.1184544402
871	0.1183688952
872	0.1183178759
873	0.1183114996
874	0.1182159387
875	0.1181802427
876	0.1181731293
877	0.1181253995
878	0.1180008414
879	0.1179587507
880	0.117820749
881	0.1177530427
882	0.1176792642
883	0.1176728603
884	0.1176672857
885	0.1176604027
886	0.1175395118
887	0.1173445844
888	0.1172577678
889	0.117251797
890	0.1171764705
891	0.1170635684
892	0.116958784
893	0.1169541953
894	0.1169496158
895	0.1167194164
896	0.1167088384
897	0.1165894034
898	0.1165491371
899	0.1164918522
900	0.1164073391
901	0.1162469836
902	0.1162405613
903	0.1161454795
904	0.1161012511
905	0.1159901089
906	0.1159647697
907	0.1159318196
908	0.11584539
909	0.1158395758
910	0.1157633832
911	0.1156662559
912	0.1155580898
913	0.1155173629
914	0.1154061285
915	0.1154009501
916	0.1152785942
917	0.1152681176
918	0.1152255109
919	0.1152130164
920	0.1150799443
921	0.115016108
922	0.1150096764
923	0.1150045072
924	0.1148465474
925	0.1148408346
926	0.1147424357
927	0.1145642046
928	0.1145375846
929	0.1145271541
930	0.1145228142
931	0.1143310565
932	0.1143245236
933	0.1142205409
934	0.1141376403
935	0.1140689758
936	0.1140108247
937	0.1140060609
938	0.1140007443
939	0.113931573
940	0.113829387
941	0.1138207993
942	0.1137513608
943	0.1136599094
944	0.1135360054
945	0.1135313246
946	0.1134223938
947	0.1133350428
948	0.1133296432
949	0.1133250545
950	0.1132380536
951	0.1132343495
952	0.1131735355
953	0.1131677213
954	0.1131255016
955	0.1131199086
956	0.1131147855
957	0.1130129312
958	0.1130092271
959	0.1129957558
960	0.1128121344
961	0.1127829068
962	0.1125961341
963	0.1125168916
964	0.1123363845
965	0.1122581003
966	0.1120841906
967	0.1120797678
968	0.1119566194
969	0.1119512106
970	0.1118510702
971	0.1117424435
972	0.1117230199
973	0.1117189472
974	0.1116298178
975	0.1114257223
976	0.1113381225
977	0.1113314606
978	0.1112458234
979	0.1111826874
980	0.1111793242
981	0.1110306708
982	0.1110248381
983	0.1110196689
984	0.1109475767
985	0.110904841
986	0.1108660306
987	0.1108366556
988	0.1108320209
989	0.1106916879
990	0.1106295839
991	0.110556561
992	0.1105218417
993	0.1104707395
994	0.1104674777
995	0.1104155094
996	0.1104097412
997	0.1103685444
998	0.1102636217
999	0.1102590883
